POS,Height (in),Weight (lbs),40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,Pro Bowl
DE,72.9,266,4.48,28,33.5,111,4.33,7.31,1
LB,75.3,235,5.0,9,27.5,112,4.47,7.31,1
OT,78.13,300,5.22,23,26.5,101,4.97,8.0,0
CB,72.0,186,4.54,15,35.5,123,4.41,7.31,1
RB,73.8,232,4.85,17,28.5,113,4.17,7.31,1
LB,75.13,246,4.36,19,34.0,126,4.4,6.96,1
OT,78.0,303,5.21,20,34.0,103,4.59,8.08,0
OT,78.25,324,5.21,22,30.0,111,4.53,7.38,0
TE,75.9,238,5.23,12,26.5,108,4.28,7.31,0
QB,74.6,224,4.76,21,36.5,119,4.23,6.94,0
DE,74.13,261,4.73,31,34.5,122,4.5,7.39,1
WR,71.8,182,4.46,9,30.0,114,4.51,7.31,1
CB,72.13,201,4.5,15,37.0,123,4.01,6.68,1
QB,77.0,248,4.56,21,35.0,126,4.18,6.92,1
RB,72.13,256,4.9,14,29.5,113,4.47,7.14,1
S,72.0,228,4.53,20,35.0,120,4.33,7.38,1
CB,69.38,184,4.52,16,32.5,119,4.37,7.0,0
DE,76.3,269,4.82,20,30.1,109,4.48,7.31,1
DE,75.6,261,4.93,19,28.0,99,4.72,7.31,1
K,68.13,164,4.77,20,32.7,114,4.41,7.31,0
WR,71.25,176,4.57,21,31.0,120,4.12,6.57,0
OG,75.5,317,5.23,30,25.5,98,4.56,7.69,1
RB,69.4,203,4.56,15,35.5,120,4.0,7.18,1
DE,75.13,247,4.82,14,37.5,109,4.26,7.07,0
OT,78.0,370,5.32,33,28.0,105,5.18,8.2,1
OG,76.13,298,5.3,21,25.0,101,4.61,7.44,0
DT,73.0,303,5.05,29,32.0,104,4.21,7.63,0
C,75.5,303,5.64,28,24.0,111,4.39,7.31,0
CB,68.5,180,4.49,16,34.5,121,4.2,7.31,0
CB,71.1,189,4.66,10,33.5,115,4.21,7.31,0
LB,73.25,242,4.59,22,32.0,114,4.29,7.31,1
DE,74.8,273,5.08,19,31.1,112,4.47,7.31,0
OT,77.0,302,5.09,32,35.0,115,4.58,7.83,1
OT,78.63,311,4.94,28,33.0,110,4.88,7.95,1
QB,78.13,224,5.07,20,28.5,116,4.6,7.85,0
QB,72.5,211,4.94,20,29.5,108,4.21,7.31,0
OT,77.0,304,5.5,25,21.5,96,4.9,7.31,1
WR,73.75,204,4.62,20,31.0,116,4.08,6.75,1
WR,73.25,202,4.43,20,37.5,126,4.46,7.31,1
DT,74.5,294,5.02,30,32.0,116,4.59,7.33,1
OG,76.5,314,5.24,30,29.0,114,4.84,7.45,1
LB,73.0,245,4.84,23,32.5,109,4.0,6.98,1
OG,74.4,298,5.37,18,25.0,89,4.9,7.31,0
WR,75.1,221,4.63,20,35.0,121,4.21,7.31,0
S,71.13,208,4.39,19,33.5,113,4.46,7.03,0
RB,70.0,195,4.5,15,43.5,129,3.86,6.9,1
OT,78.13,313,4.94,20,28.0,107,4.63,7.83,1
OG,75.0,293,5.26,32,25.5,96,4.64,7.84,1
CB,69.13,196,4.56,17,35.5,113,4.15,7.22,1
LB,75.0,241,4.63,16,30.5,116,4.46,6.88,0
RB,71.88,230,4.59,16,34.0,122,4.34,7.14,1
OG,75.63,313,5.42,23,24.0,100,4.89,8.14,0
OG,75.0,332,5.58,28,22.5,96,5.1,7.78,1
C,74.63,296,5.24,36,27.0,107,4.53,7.46,1
C,76.1,270,5.29,28,26.5,102,4.79,7.31,1
RB,72.6,214,4.59,16,34.0,115,4.33,7.31,0
OT,79.0,313,5.26,37,27.5,102,4.73,7.44,1
WR,72.5,201,4.45,27,33.0,113,4.45,7.31,0
DT,72.9,274,4.96,26,31.0,110,4.41,7.31,1
RB,69.9,198,4.47,13,33.0,114,4.21,7.31,1
OT,78.13,314,5.55,15,29.0,105,5.0,8.46,0
WR,71.13,212,4.6,15,33.0,117,4.39,7.27,0
LB,74.88,243,4.64,30,35.0,120,4.22,6.84,1
DT,78.88,300,4.78,21,34.0,114,4.36,7.31,0
DT,76.3,315,4.95,22,30.7,111,4.44,7.31,1
DE,76.13,268,4.96,18,30.0,111,4.37,7.01,0
LB,74.1,245,4.71,20,31.0,111,4.32,7.27,0
OT,77.5,316,5.11,26,28.5,105,4.37,8.37,0
LB,72.4,240,4.92,20,32.5,116,4.13,7.31,1
LB,73.9,244,4.54,19,38.0,125,4.41,7.31,1
RB,70.4,200,4.53,17,39.5,129,4.35,7.31,0
LB,72.13,228,4.59,17,38.0,119,4.35,7.19,0
S,68.6,194,4.61,20,41.5,120,4.0,7.31,1
QB,75.38,226,4.71,21,32.5,118,4.51,7.31,0
TE,74.5,266,4.79,22,34.0,112,4.43,7.38,1
CB,71.6,207,4.58,19,39.0,122,4.2,7.21,0
RB,72.25,213,4.62,21,30.0,116,4.43,7.31,0
S,73.25,218,4.54,19,34.0,124,4.44,7.23,0
C,78.5,297,5.35,16,21.5,100,4.77,7.31,0
TE,77.0,260,4.84,26,32.0,121,4.11,6.96,0
OG,76.63,316,5.16,25,24.5,98,5.16,7.87,0
RB,72.25,223,4.56,24,33.5,120,4.38,7.09,0
OG,75.0,304,5.39,23,27.5,100,4.67,7.73,0
S,70.1,204,4.44,18,40.0,132,4.36,7.31,1
OG,76.75,294,5.3,30,28.0,111,4.9,7.75,0
QB,75.75,231,4.97,20,28.5,103,4.36,7.16,1
WR,76.75,231,4.53,12,37.0,114,4.26,7.08,1
RB,70.3,221,4.43,18,40.5,124,4.21,6.84,1
OG,77.0,274,5.23,18,26.0,106,4.78,7.31,1
K,70.13,174,4.77,21,32.7,114,4.37,7.31,0
WR,72.4,190,4.53,6,25.5,106,4.64,7.31,1
RB,73.25,226,4.61,22,36.0,117,4.22,7.19,0
S,70.75,211,4.65,13,32.0,111,4.22,6.74,0
DE,76.3,292,5.15,23,27.5,99,4.4,7.74,0
QB,76.8,221,4.9,22,32.6,113,4.33,7.31,1
WR,70.5,180,4.59,7,35.0,116,4.19,6.8,1
S,73.0,207,4.57,15,32.5,116,4.49,7.18,0
QB,73.0,217,5.06,22,32.8,112,4.39,7.31,0
LB,72.6,235,4.88,18,32.0,113,4.29,7.31,0
DT,74.13,301,4.78,23,31.9,115,4.96,7.31,0
CB,71.3,180,4.68,10,35.0,122,4.33,7.31,0
OT,74.6,289,5.32,27,31.1,112,4.44,7.31,0
WR,75.25,213,4.78,17,31.9,115,4.46,7.31,0
OT,79.1,296,5.14,18,30.0,102,4.85,7.31,0
DE,74.63,253,4.71,28,33.0,108,4.31,7.02,0
DE,78.0,243,4.67,18,32.0,111,4.07,7.27,1
WR,76.5,229,4.54,28,37.0,120,4.09,7.05,1
WR,77.0,230,4.56,20,41.0,130,4.2,7.37,0
CB,72.0,202,4.33,10,36.0,125,3.98,7.31,1
OT,76.63,319,5.05,23,32.5,107,4.57,7.18,1
LB,75.3,247,4.72,18,31.5,107,4.15,6.84,0
RB,70.88,232,4.62,17,36.5,115,4.25,7.15,1
QB,77.0,240,4.91,19,31.1,112,4.44,7.31,1
QB,75.0,206,4.84,20,31.5,108,4.58,7.33,0
DT,74.8,293,4.9,22,34.3,112,4.37,7.31,0
DE,75.0,271,5.02,18,34.5,115,4.4,7.31,0
S,69.5,202,4.6,19,33.5,117,4.18,7.09,0
C,74.3,272,4.94,24,30.0,109,4.34,7.31,1
QB,75.13,222,4.85,21,31.0,106,4.34,6.95,0
RB,70.8,196,4.49,14,33.5,114,4.28,7.31,0
CB,70.1,176,4.53,19,38.0,124,4.06,7.31,1
OG,75.0,288,5.15,26,26.0,98,4.3,7.31,1
QB,69.8,196,4.8,15,29.5,109,4.35,7.31,0
CB,71.63,197,4.53,17,37.5,121,4.08,7.08,1
RB,72.13,213,4.64,21,30.0,118,4.51,7.31,0
LB,72.88,236,4.51,20,33.5,117,4.46,7.31,1
LB,75.4,247,4.77,14,37.5,122,3.98,7.06,0
DT,74.5,303,5.19,17,25.0,103,5.29,7.31,0
OG,75.75,301,5.02,16,25.5,110,4.58,7.32,1
RB,70.6,219,4.66,22,30.5,106,4.33,7.31,0
CB,73.5,210,4.43,14,40.5,132,4.65,7.29,1
DE,79.75,290,5.11,16,29.5,111,4.69,7.45,1
CB,69.13,188,4.51,11,36.5,124,4.06,6.82,0
DE,75.0,241,4.93,13,36.5,128,4.23,7.31,0
S,73.5,212,4.77,12,36.0,115,4.46,7.31,0
OT,78.1,266,5.09,17,30.5,110,4.68,7.31,0
WR,72.1,195,4.64,17,31.0,112,4.38,7.31,0
WR,73.6,193,4.74,18,30.0,113,4.18,7.31,0
WR,70.9,188,4.73,19,29.0,105,4.5,7.83,0
RB,70.5,246,4.8,24,30.5,109,4.47,7.31,1
DT,72.5,291,4.84,21,33.1,115,4.38,7.31,1
TE,76.88,257,4.63,20,35.0,124,4.42,7.09,1
WR,71.9,200,4.57,20,33.0,120,4.62,7.31,0
OT,77.0,310,4.77,34,28.5,111,4.42,7.31,1
K,71.8,183,4.95,17,30.7,111,4.44,7.31,1
TE,74.5,251,4.83,35,30.5,113,4.37,7.31,0
WR,72.4,195,4.55,18,31.5,116,4.29,7.31,0
OT,78.4,322,5.38,28,31.0,100,4.62,7.78,0
DE,76.0,277,5.28,11,27.0,101,4.73,7.31,0
WR,72.88,190,4.48,11,36.5,123,4.23,6.83,1
K,73.38,200,4.72,19,33.0,117,4.46,7.31,1
DE,74.4,264,4.9,24,40.0,125,4.37,7.85,1
OG,75.25,307,5.02,21,20.5,102,4.76,7.81,0
OT,79.25,306,5.05,27,28.5,116,4.44,7.59,1
RB,69.0,204,4.86,18,31.6,113,4.38,7.31,1
CB,74.4,213,4.5,16,37.5,124,4.39,7.31,1
CB,69.0,189,4.57,18,34.0,116,4.38,7.31,1
WR,71.25,181,4.26,21,35.5,123,4.29,7.31,1
RB,72.63,222,4.52,17,32.6,114,4.44,7.31,1
DE,74.25,262,4.81,24,32.0,108,4.63,7.9,0
RB,69.38,217,4.58,21,34.0,109,4.11,6.91,1
OG,74.9,310,5.4,19,24.5,106,4.62,7.31,1
K,72.63,221,4.91,11,25.5,106,4.38,7.31,0
LB,72.63,241,4.78,19,32.0,116,4.56,7.5,0
RB,68.88,245,4.79,25,30.0,103,4.42,7.1,0
OG,75.75,308,4.91,25,30.5,117,4.54,7.61,1
OT,77.25,307,5.18,38,32.5,105,4.8,7.79,1
DE,75.0,285,4.93,23,32.0,116,4.56,7.31,0
DE,77.75,278,4.68,21,31.5,111,4.61,7.21,1
QB,72.25,225,4.72,21,33.0,112,4.08,6.97,0
WR,76.25,235,4.5,21,31.5,111,4.43,7.18,0
LB,76.75,251,4.53,16,39.5,124,4.28,6.95,1
RB,72.5,225,4.8,16,30.0,110,4.51,7.31,0
TE,74.8,264,5.28,17,31.0,112,4.47,7.31,0
WR,74.0,182,4.67,17,34.0,119,4.3,7.31,0
LB,76.5,253,4.54,19,32.3,117,4.46,7.31,1
WR,70.8,193,4.55,19,32.0,113,4.46,7.33,1
TE,76.75,246,4.82,17,34.0,113,4.38,7.14,0
CB,71.75,189,4.53,14,36.5,123,4.18,6.95,0
DT,72.6,294,5.03,28,36.0,108,4.56,7.44,0
TE,77.63,243,4.64,22,31.0,117,4.23,6.92,1
S,70.63,195,4.5,11,35.0,111,4.33,7.06,1
RB,69.3,207,4.75,10,29.0,112,4.51,7.31,1
TE,74.63,249,4.79,24,32.5,110,4.12,7.21,0
C,75.1,328,5.15,26,28.5,98,4.99,8.21,1
K,69.25,187,4.96,21,33.1,115,4.38,7.31,1
DT,73.0,302,4.93,27,35.0,119,4.49,7.31,0
OT,78.63,325,4.71,21,24.5,101,4.9,7.94,0
DE,76.9,304,4.84,23,30.0,112,5.01,7.66,1
K,68.9,171,4.78,15,24.5,103,4.38,7.31,0
LB,76.0,226,4.9,19,30.7,111,4.47,7.31,1
DT,73.4,274,5.22,28,26.5,105,4.63,7.31,0
WR,69.63,165,4.52,15,35.5,123,4.28,7.16,0
C,74.75,307,5.08,28,33.0,113,4.64,7.91,0
WR,70.88,207,4.69,14,29.0,103,4.75,7.28,0
K,71.5,182,4.86,20,32.6,114,4.44,7.31,0
OG,74.88,320,5.14,28,25.0,101,4.87,8.22,0
QB,74.25,225,4.81,22,30.5,107,4.47,7.06,1
DE,75.5,256,4.85,20,31.4,110,4.44,7.31,1
LB,74.5,241,4.68,27,39.0,122,4.41,7.37,1
DE,77.1,279,5.08,19,29.5,110,4.34,7.48,1
RB,71.5,224,4.89,20,30.8,111,4.47,7.31,0
TE,76.63,241,4.81,21,34.1,112,4.29,7.31,0
QB,77.6,243,5.05,22,30.5,110,4.62,7.65,1
DE,76.63,274,4.75,21,34.0,113,4.07,6.9,0
OG,78.3,288,5.25,14,25.0,93,4.84,7.31,1
RB,71.75,221,4.57,19,39.0,121,4.1,7.1,1
OG,77.63,309,5.21,23,26.0,111,4.78,7.97,1
QB,75.0,221,5.04,19,26.0,102,4.79,7.31,1
RB,70.5,201,4.71,17,31.0,120,4.51,7.31,0
QB,74.13,225,4.8,20,30.0,114,4.08,6.88,1
LB,73.1,237,4.86,18,31.6,113,4.38,7.31,0
OT,76.75,311,5.24,21,26.0,102,4.71,7.57,0
RB,70.9,233,4.6,19,32.8,112,4.39,7.31,0
DE,76.63,256,4.63,25,33.5,118,4.47,7.14,0
DE,74.13,252,4.59,29,35.5,124,4.73,7.07,1
OG,74.5,303,5.22,32,32.9,114,4.42,7.31,0
OG,75.8,275,5.08,33,27.5,98,4.35,7.31,1
DT,75.3,279,5.17,23,24.0,103,4.71,7.31,0
RB,69.6,222,4.6,29,34.0,115,4.37,7.38,0
QB,74.63,221,4.77,19,27.5,109,4.36,7.06,0
DE,75.5,274,5.0,24,31.0,110,4.45,7.31,1
DT,73.8,286,5.1,25,27.0,101,4.72,7.31,1
QB,72.75,217,4.47,21,37.5,126,4.09,6.78,1
LB,72.88,226,4.67,22,26.5,116,4.48,7.22,0
RB,72.0,233,4.4,29,41.0,115,4.24,7.31,1
C,74.8,266,4.97,25,26.5,103,4.6,7.31,0
QB,73.63,212,4.71,21,32.5,118,4.51,7.31,0
LB,73.75,222,4.45,15,35.5,118,4.26,7.1,0
DE,77.13,252,4.57,25,36.5,130,4.35,6.95,1
DT,76.25,305,5.1,25,27.5,99,4.79,8.0,0
OT,78.63,306,4.96,30,27.0,115,4.65,7.33,1
LB,74.1,224,4.83,8,30.0,105,4.65,7.31,0
LB,72.75,229,4.77,18,31.0,110,4.28,7.07,0
LB,76.25,256,4.65,20,39.5,124,4.15,6.88,1
DE,76.8,271,4.91,28,35.5,122,4.5,7.48,1
RB,73.88,234,4.62,17,32.5,109,4.2,7.09,0
RB,69.0,214,4.49,25,35.5,121,4.1,6.57,1
CB,70.25,197,4.43,18,34.0,117,4.4,7.21,1
S,71.0,213,4.52,16,39.5,124,4.33,7.31,0
WR,74.0,206,4.78,20,32.6,115,4.43,7.31,1
OT,78.8,305,5.49,20,24.5,98,4.88,7.31,0
OT,79.8,349,4.88,24,31.9,112,4.35,7.31,1
TE,75.8,253,4.85,9,31.4,110,4.44,7.31,0
TE,76.38,256,4.89,16,34.0,115,4.42,7.01,1
RB,71.0,200,4.41,21,30.5,122,4.22,6.8,1
LB,74.6,221,4.7,26,34.0,120,4.29,7.31,0
LB,74.13,236,4.71,24,37.5,120,4.16,6.89,1
DT,73.9,320,5.28,22,31.0,102,4.85,8.12,0
OT,77.88,316,5.09,26,31.5,109,4.67,7.93,1
LB,73.63,238,4.71,22,37.0,116,4.2,6.94,1
TE,76.38,250,4.6,24,32.0,120,4.45,7.49,1
RB,72.63,228,4.58,19,29.5,114,4.31,7.53,0
LB,75.63,256,4.59,21,40.5,128,4.18,6.87,1
RB,68.0,176,4.52,12,34.5,114,4.3,7.05,0
CB,70.88,187,4.48,11,37.5,115,4.46,7.31,0
CB,72.3,191,4.45,13,35.5,111,4.44,7.31,1
CB,71.63,190,4.38,16,37.5,125,3.85,6.67,1
RB,71.1,200,4.95,17,30.7,111,4.44,7.31,0
LB,71.8,203,4.9,19,31.5,108,4.31,7.25,1
DT,76.5,263,5.15,16,29.0,111,4.43,7.31,0
RB,71.63,210,4.52,13,35.0,121,4.37,7.0,1
CB,71.75,194,4.38,17,38.5,132,4.14,6.87,1
CB,71.0,173,4.68,19,34.0,113,3.99,7.31,0
OG,76.63,315,4.92,22,30.5,102,4.72,7.31,1
RB,70.5,184,4.51,18,32.4,118,4.39,7.31,0
QB,74.38,218,4.58,20,33.5,124,4.43,7.31,1
OG,74.63,310,5.5,29,28.5,104,4.76,7.67,0
WR,72.13,208,4.35,18,37.5,125,4.15,7.01,1
QB,74.3,203,4.81,15,28.7,109,4.45,7.31,1
RB,74.0,263,4.79,21,32.3,115,4.46,7.31,0
OG,75.5,309,5.4,19,25.5,96,5.05,7.31,0
WR,76.38,217,4.59,21,35.0,122,4.14,6.81,0
TE,76.38,250,4.72,19,34.0,119,4.49,7.12,0
QB,74.38,214,4.69,20,34.5,110,4.2,7.31,1
DT,74.63,314,5.06,29,28.5,102,4.62,7.31,1
DT,74.13,300,5.07,21,24.0,118,4.51,7.31,0
OT,80.13,307,5.18,22,28.5,105,4.58,7.52,0
RB,72.0,216,4.38,21,32.2,110,3.88,6.87,1
DT,75.88,307,5.03,32,35.5,105,4.44,7.21,1
WR,74.75,220,4.34,17,38.5,135,4.25,6.66,1
S,72.0,211,4.68,17,30.5,114,4.15,6.98,0
DE,78.88,267,4.65,21,34.0,122,4.48,7.22,0
LB,74.88,270,4.62,30,36.5,125,4.37,6.95,1
DT,77.0,291,4.98,30,35.0,119,4.48,7.12,0
WR,69.5,183,4.37,7,35.5,119,4.36,7.03,1
DE,75.75,292,4.85,26,33.5,117,4.23,7.35,1
S,71.75,205,4.52,17,32.0,124,4.16,7.04,0
S,69.88,197,4.59,16,34.5,120,4.29,6.98,0
RB,69.6,227,4.57,24,37.5,119,4.22,7.32,1
WR,70.63,190,4.46,16,38.0,124,4.36,7.31,1
DE,76.63,294,4.92,21,30.0,114,4.37,7.31,1
OG,76.0,301,5.23,22,28.5,110,4.66,7.85,0
DT,75.0,303,4.83,19,30.5,112,4.46,7.31,1
CB,69.6,187,4.59,12,38.0,124,4.34,7.31,1
OT,77.88,316,5.45,15,24.0,102,4.84,8.07,0
RB,72.88,259,4.77,19,32.5,115,4.42,7.31,0
C,76.0,311,5.03,26,30.0,103,4.59,7.58,1
RB,70.4,236,4.84,27,30.5,104,4.38,7.31,1
WR,72.88,212,4.56,14,39.5,123,4.3,6.82,1
LB,74.0,223,4.77,19,32.5,115,4.42,7.31,1
DT,73.3,323,5.21,36,32.6,113,4.33,7.31,1
WR,73.5,211,4.61,20,38.5,123,4.37,7.31,1
WR,76.0,227,4.85,17,31.4,110,4.44,7.31,0
CB,68.3,179,4.95,17,30.7,111,4.44,7.31,0
CB,70.13,183,4.54,11,35.0,120,4.35,7.09,0
RB,70.3,189,4.32,8,33.5,119,4.27,7.31,1
LB,73.5,223,4.82,19,28.0,108,4.15,7.31,1
CB,71.75,200,4.49,13,38.0,123,4.07,6.78,0
LB,74.38,246,4.59,26,42.5,132,4.44,7.31,0
RB,70.8,203,4.87,8,30.5,106,4.41,7.31,1
LB,72.0,234,4.9,23,32.5,109,4.13,7.31,1
DT,73.5,337,5.12,33,32.0,103,4.69,7.9,1
TE,75.25,254,4.39,33,42.0,128,4.17,7.0,1
C,75.25,303,5.31,26,31.0,105,4.47,7.39,0
CB,70.4,193,4.7,9,39.0,118,4.4,7.04,0
OT,77.3,334,5.12,24,30.5,102,4.73,7.58,1
CB,73.0,207,4.49,12,40.0,131,3.89,7.05,1
DT,75.13,319,4.93,24,27.0,106,4.62,7.83,1
RB,74.63,232,4.86,18,35.0,121,4.24,6.92,0
CB,70.9,201,4.47,20,39.5,126,4.06,7.31,0
QB,73.6,208,4.71,17,31.5,120,4.44,7.31,0
QB,76.88,237,4.75,20,33.5,119,4.4,6.9,1
LB,72.38,233,4.58,20,32.0,121,4.33,7.34,0
OG,75.9,292,4.86,28,31.6,113,4.38,7.31,0
QB,76.4,211,5.3,21,24.5,99,4.38,7.2,1
OG,75.0,294,5.38,17,25.5,95,4.63,7.31,1
TE,77.5,261,4.81,21,32.0,112,4.4,7.21,1
RB,70.25,242,4.74,32,32.5,111,4.41,7.23,1
LB,73.3,234,4.62,24,38.5,124,4.5,7.25,1
TE,74.4,250,4.69,16,29.0,109,4.59,7.31,1
WR,70.25,199,4.42,17,35.0,120,4.34,7.12,1
S,73.0,219,4.53,19,37.5,128,4.28,7.31,1
CB,72.63,207,4.53,16,32.5,117,4.39,7.09,0
DT,73.5,297,5.12,27,25.5,100,4.8,7.52,0
DE,74.63,245,4.79,20,29.0,110,4.56,7.47,0
RB,73.5,216,4.74,16,32.0,118,4.25,7.31,1
LB,74.25,236,4.7,15,38.0,124,4.22,6.98,1
DE,74.4,278,4.96,27,29.5,106,4.47,7.2,0
OT,76.38,309,5.28,28,33.0,114,4.58,7.66,0
CB,76.3,192,4.7,7,37.0,115,4.33,7.31,0
DT,73.38,293,4.75,34,33.0,117,4.43,7.33,1
LB,72.3,231,4.6,23,32.5,107,4.33,7.31,0
OT,79.63,316,5.2,29,29.5,104,4.87,7.73,0
RB,67.3,174,4.64,20,34.5,122,4.26,7.31,1
OT,75.1,328,5.47,28,23.5,92,4.77,8.02,0
TE,76.9,252,4.91,17,33.5,112,4.19,7.31,1
CB,70.75,193,4.38,16,36.0,126,4.07,6.7,1
OG,77.1,315,5.14,31,33.5,106,4.74,7.82,1
S,73.1,211,4.56,16,36.5,121,4.14,6.96,1
DT,74.3,292,4.86,17,28.7,109,4.45,7.31,1
OT,76.13,315,5.09,24,27.5,105,4.52,7.58,1
S,72.9,198,4.55,14,35.5,124,4.25,7.31,0
RB,72.75,226,4.68,23,32.0,115,4.53,7.09,1
WR,71.6,179,4.48,8,30.5,110,4.11,7.31,0
LB,72.38,235,4.58,24,38.0,127,4.22,6.88,0
DE,75.75,280,5.14,22,26.5,108,4.69,7.72,0
DE,76.38,269,4.65,24,36.0,121,4.41,7.37,1
C,75.88,311,5.17,20,28.5,106,4.75,7.31,1
OG,73.63,342,5.75,32,22.5,93,4.46,7.31,0
K,72.0,232,4.79,19,32.6,115,4.46,7.31,1
DE,77.13,241,5.02,10,28.5,113,4.75,7.45,0
WR,71.88,205,4.31,11,40.0,135,4.03,7.31,0
LB,76.13,246,4.66,16,40.5,121,4.27,7.21,1
TE,72.1,207,4.6,18,36.0,121,3.99,7.31,0
S,73.8,206,4.64,16,39.0,121,4.24,6.97,1
RB,71.63,218,4.37,19,36.0,121,4.33,7.0,1
LB,71.5,246,4.92,27,29.5,100,4.24,7.73,0
K,72.25,189,4.77,20,32.7,114,4.41,7.31,0
RB,70.8,244,4.56,21,37.0,124,4.36,7.31,1
S,73.25,209,4.41,14,41.5,135,4.18,6.94,1
RB,70.0,220,4.64,18,35.0,112,4.46,7.31,1
K,72.0,187,4.86,21,33.1,115,4.38,7.31,1
WR,67.3,164,4.35,1,28.0,113,4.21,7.31,0
RB,71.13,210,4.49,22,30.5,116,4.53,7.27,1
RB,69.75,214,4.56,15,39.5,131,4.56,7.1,1
QB,77.0,243,5.03,21,30.5,112,4.68,7.14,1
OT,78.13,306,4.77,33,26.5,105,4.57,7.53,0
S,74.75,190,4.52,8,33.5,116,4.24,7.04,0
DE,76.3,257,4.65,16,32.5,124,4.57,7.31,1
C,74.3,291,4.89,20,30.8,111,4.47,7.31,1
CB,73.0,187,4.75,4,29.5,102,4.24,7.31,0
DE,76.3,271,4.78,24,33.0,114,4.15,7.21,0
RB,72.63,224,4.5,25,41.5,127,4.27,6.82,1
WR,75.75,218,4.5,18,35.5,120,4.15,7.0,1
TE,74.6,242,4.85,22,31.5,112,4.3,7.31,0
QB,72.63,223,4.62,20,34.0,120,4.44,7.31,0
OT,76.3,345,4.91,19,31.1,112,4.44,7.31,1
S,73.88,213,4.54,19,34.0,122,4.12,6.63,1
TE,75.5,247,4.81,20,33.0,117,4.51,7.28,0
LB,73.75,241,4.77,20,33.5,116,4.44,6.89,0
TE,77.6,278,4.96,18,33.5,115,4.42,7.13,0
LB,78.1,231,4.86,14,29.5,109,4.64,7.31,1
LB,75.13,240,4.62,23,35.5,121,4.18,6.9,1
TE,75.6,255,4.77,22,33.0,106,4.19,7.12,0
OT,76.8,311,5.3,26,34.3,112,4.49,7.84,1
CB,70.63,196,4.45,15,39.5,120,3.97,6.45,0
C,76.3,280,5.03,24,31.0,106,4.46,7.31,1
LB,70.5,219,4.7,22,31.0,114,4.43,7.31,0
DE,77.6,266,4.72,21,31.0,111,4.42,7.45,1
WR,72.6,216,4.73,22,33.5,114,4.25,7.35,1
QB,76.88,241,4.6,20,33.5,120,4.49,7.29,0
DE,76.1,270,4.94,23,29.5,102,4.43,7.77,1
WR,70.4,181,4.62,17,34.5,117,4.07,7.31,0
S,72.9,206,4.51,20,36.5,124,4.37,7.31,1
S,74.0,205,4.64,12,34.5,115,4.46,7.37,1
TE,75.3,256,5.06,23,28.5,111,4.46,8.36,0
RB,70.1,206,4.9,19,30.7,111,4.47,7.31,1
CB,67.75,185,4.38,17,37.5,117,4.36,7.31,1
QB,77.0,232,4.65,22,32.8,112,4.39,7.31,1
QB,72.3,213,4.85,20,32.0,105,4.21,7.09,1
WR,72.0,202,4.53,14,38.5,125,4.13,6.78,1
QB,75.9,211,4.87,10,30.0,102,4.4,7.31,1
OT,76.9,291,5.05,18,25.0,100,4.48,7.31,0
WR,73.4,186,4.54,17,32.0,118,4.32,7.31,0
LB,75.0,218,4.52,16,31.5,117,4.57,7.04,1
RB,70.75,212,4.34,21,33.0,120,4.08,6.94,1
WR,73.88,209,4.53,19,35.5,122,4.19,7.06,0
DE,77.6,288,4.9,13,22.5,89,4.41,7.31,0
WR,72.1,174,4.44,17,39.0,129,4.22,7.31,1
C,74.88,320,4.99,20,32.0,111,4.58,7.54,0
DE,76.8,260,4.86,17,33.5,108,4.33,7.4,1
CB,71.88,191,4.54,8,30.5,118,4.18,6.87,1
CB,69.3,179,4.59,10,38.0,116,3.95,7.43,0
RB,69.0,195,4.54,19,35.5,122,4.36,7.31,0
CB,69.9,187,4.69,9,32.0,119,4.5,7.31,0
RB,72.5,228,4.69,12,25.5,109,4.29,7.31,0
DT,74.0,289,5.16,28,29.5,106,4.55,7.53,1
DE,78.1,260,4.81,25,32.0,115,4.44,7.31,0
DE,75.4,274,5.05,24,33.0,108,4.75,7.31,1
DE,76.13,267,4.71,24,32.5,118,4.51,7.31,0
RB,68.13,221,4.75,24,28.5,112,4.46,7.31,0
LB,76.0,234,4.74,19,30.5,121,4.6,7.31,1
TE,76.5,336,4.99,21,29.0,115,4.75,7.7,1
RB,71.75,225,4.47,19,32.5,118,4.42,7.31,1
TE,76.6,252,4.68,22,32.0,112,4.37,7.31,1
K,74.5,213,4.73,19,27.5,114,4.46,7.31,1
LB,73.5,240,4.55,26,34.5,113,4.06,6.91,0
K,76.38,248,5.19,20,28.0,115,4.46,7.31,0
C,74.3,293,4.95,23,29.0,104,4.44,7.31,0
LB,73.5,243,4.92,21,34.0,110,4.2,7.31,0
RB,71.5,239,4.61,22,37.5,119,4.25,7.15,0
OG,74.8,269,5.26,17,27.5,108,4.66,7.31,0
DE,74.8,259,5.18,18,29.0,116,4.44,7.31,1
DT,73.63,309,4.84,38,30.5,112,4.4,7.33,0
TE,77.0,256,4.81,21,34.1,112,4.29,7.31,1
CB,69.6,201,4.55,15,37.0,126,4.07,6.87,1
WR,77.38,205,4.62,16,36.0,126,4.53,6.92,0
RB,71.9,226,4.88,20,31.9,112,4.35,7.31,1
RB,70.0,206,4.7,12,30.5,116,4.3,7.31,1
OG,76.63,304,4.95,28,28.5,110,4.54,7.47,1
